heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
91,98.87,14527,6.8,Sedentary,4
55,94.23,2340,4.1,Active,1
74,99.18,3002,4.7,Highly Active,4
65,99.43,3262,9.0,Active,10
107,97.07,13353,5.5,Sedentary,10
68,99.61,5893,6.2,Sedentary,10
101,96.74,5761,6.1,Sedentary,5
89,97.97,889,8.9,Active,8
68,98.46,3069,8.8,Highly Active,10
86,96.55,1936,4.5,Sedentary,6
71,96.54,8042,7.1,Sedentary,10
72,98.9,18989,7.7,Active,7
62,100.0,1672,6.3,Highly Active,6
40,95.67,670,6.8,Highly Active,8
58,97.53,3470,6.9,Highly Active,1
81,99.35,255,7.5,Active,9
77,98.92,17823,8.6,Sedentary,10
91,98.62,19711,5.8,Sedentary,4
56,95.12,13299,7.7,Highly Active,7
101,100.0,2305,5.8,Highly Active,2
100,97.8,914,8.1,Highly Active,9
75,97.44,6284,5.6,Active,10
64,99.37,2314,7.2,Active,10
65,94.32,1577,6.2,Sedentary,1
77,99.56,7177,7.4,Sedentary,2
103,99.95,9715,5.2,Active,5
73,95.54,5245,6.1,Sedentary,4
103,97.85,5030,4.9,Active,5
68,98.77,6409,5.6,Highly Active,8
96,95.01,373,4.0,Highly Active,2
84,100.0,4107,7.1,Sedentary,9
72,99.4,6385,7.7,Highly Active,7
89,95.91,971,4.4,Highly Active,2
63,97.0,4170,4.7,Highly Active,5
70,100.0,2980,5.1,Sedentary,4
83,98.43,3889,5.5,Sedentary,7
83,97.21,1957,6.9,Sedentary,8
51,95.57,22103,5.4,Highly Active,6
69,98.96,3198,8.1,Active,2
53,99.05,6747,5.7,Active,6
85,99.85,10632,7.1,Active,9
58,99.48,659,6.0,Highly Active,3
78,98.94,151,6.8,Sedentary,3
91,95.57,5052,6.5,Active,8
56,97.48,553,4.2,Active,2
78,98.4,15560,8.6,Sedentary,6
72,97.9,12010,6.4,Highly Active,6
60,99.58,8783,8.9,Highly Active,6
64,100.0,4292,8.5,Highly Active,8
62,99.78,569,8.0,Highly Active,4
68,95.68,6638,6.2,Active,5
87,100.0,5757,5.8,Sedentary,9
71,98.85,1102,7.8,Highly Active,6
60,99.88,591,11.3,Active,6
58,95.12,14375,8.1,Sedentary,1
51,100.0,5523,5.7,Sedentary,8
50,97.3,2781,6.9,Active,8
67,100.0,5,4.5,Sedentary,9
80,99.52,4471,8.7,Active,7
80,98.69,5033,1.8,Highly Active,9
59,100.0,2872,6.2,Highly Active,1
57,98.68,4636,9.8,Sedentary,1
68,99.54,17863,7.2,Active,9
47,100.0,4753,5.1,Sedentary,8
84,98.25,13601,5.1,Active,5
46,99.33,6026,8.5,Sedentary,5
53,98.92,13024,5.1,Sedentary,1
70,99.5,1445,5.1,Active,2
84,97.9,3058,6.8,Highly Active,1
59,100.0,2458,5.7,Sedentary,2
94,100.0,20527,9.2,Sedentary,9
52,97.12,3514,6.6,Active,2
69,97.11,25057,4.6,Active,8
87,95.84,7369,3.7,Active,6
88,100.0,12636,7.9,Active,7
40,97.4,3504,7.0,Active,4
115,99.05,1476,7.4,Active,3
70,97.14,362,5.9,Highly Active,7
79,98.83,7478,6.7,Highly Active,8
69,99.64,24979,8.3,Active,6
107,100.0,881,6.5,Active,1
94,100.0,10341,4.8,Active,9
106,95.13,3175,7.6,Highly Active,6
82,99.49,35212,6.0,Active,5
88,100.0,14283,7.9,Active,8
59,97.4,1837,6.5,Active,9
71,100.0,10160,7.8,Active,10
88,96.07,9276,7.3,Active,4
79,99.12,10090,8.4,Active,3
76,98.04,605,7.9,Sedentary,8
63,94.21,11604,4.5,Active,2
92,96.93,2121,3.7,Highly Active,9
92,100.0,6248,6.4,Sedentary,5
90,99.13,858,7.4,Active,2
79,97.85,5717,5.4,Active,8
75,99.62,16582,7.2,Sedentary,4
91,95.04,1365,7.1,Active,10
89,97.61,13519,6.4,Sedentary,8
61,96.25,4002,5.5,Sedentary,1
79,94.48,2724,5.0,Highly Active,7
64,98.92,5263,3.3,Sedentary,10
88,97.42,1561,4.6,Sedentary,2
85,97.01,19706,10.4,Active,3
68,95.18,1904,5.0,Sedentary,5
83,99.23,5724,7.5,Sedentary,5
78,100.0,13377,7.2,Sedentary,4
84,95.03,1417,8.7,Active,4
57,93.98,11890,5.1,Active,8
74,98.15,1628,6.8,Active,10
73,99.3,279,6.4,Highly Active,7
61,99.03,20158,5.2,Active,4
81,95.38,7099,6.7,Sedentary,7
81,97.56,6969,7.3,Highly Active,8
74,99.64,1049,8.1,Active,1
105,94.27,8571,6.4,Highly Active,7
58,98.61,2678,4.4,Highly Active,1
57,95.9,2667,5.8,Highly Active,9
78,98.48,15404,4.5,Sedentary,6
40,96.47,15430,5.4,Highly Active,6
67,99.41,2247,4.7,Highly Active,3
60,100.0,11064,5.5,Active,4
74,96.01,1799,9.2,Sedentary,3
74,96.02,11550,6.3,Highly Active,10
80,100.0,945,8.9,Sedentary,1
92,98.91,5679,5.6,Sedentary,4
69,95.68,876,6.3,Active,4
65,98.84,6695,4.0,Active,8
87,98.12,1496,6.0,Active,3
50,99.82,1511,4.5,Highly Active,4
86,99.31,4151,7.4,Sedentary,8
77,97.62,23325,5.8,Sedentary,7
81,96.67,15594,6.0,Sedentary,3
80,99.54,12260,5.9,Active,10
77,94.81,4814,5.2,Sedentary,5
58,96.29,3287,5.1,Sedentary,9
101,94.37,590,8.1,Highly Active,1
85,96.15,38818,7.0,Highly Active,2
90,100.0,5636,9.8,Highly Active,8
76,94.65,2417,3.3,Active,6
93,96.58,7982,6.3,Active,9
72,96.89,3143,7.2,Highly Active,7
82,97.32,2521,7.8,Active,3
85,98.82,1240,4.2,Sedentary,3
89,100.0,5362,6.1,Sedentary,9
94,95.95,4097,6.9,Active,7
53,99.77,85,6.2,Active,3
58,100.0,4736,7.6,Highly Active,6
82,95.15,2222,8.0,Active,7
68,97.76,7787,4.7,Sedentary,4
68,94.65,5120,7.4,Highly Active,8
61,100.0,6669,6.0,Active,2
74,93.11,6530,8.4,Active,8
51,93.5,929,7.6,Sedentary,7
91,98.63,1702,7.4,Active,1
94,99.63,28084,5.7,Highly Active,10
77,94.61,1661,5.0,Sedentary,8
74,98.42,11801,4.4,Active,1
76,100.0,10638,5.6,Highly Active,6
64,96.68,8546,7.9,Sedentary,10
60,99.21,6137,8.3,Highly Active,10
68,97.52,1443,5.0,Active,10
61,100.0,785,6.3,Highly Active,5
95,98.06,3034,7.2,Active,10
64,96.9,12224,8.0,Active,6
80,98.14,5811,6.0,Highly Active,5
83,93.25,10103,7.2,Sedentary,3
93,94.19,15472,6.8,Highly Active,2
85,97.85,5755,6.1,Active,5
72,99.08,3204,4.9,Highly Active,10
100,95.78,13550,7.2,Sedentary,10
56,94.32,1826,6.5,Sedentary,10
60,96.72,176,6.0,Sedentary,9
76,100.0,6110,7.4,Active,4
87,98.9,15601,4.0,Sedentary,9
80,100.0,3684,5.0,Sedentary,4
89,100.0,6024,5.2,Active,1
77,99.71,7784,5.3,Highly Active,1
85,99.74,9946,8.1,Sedentary,10
63,96.55,2986,7.0,Highly Active,7
64,97.39,3425,4.9,Active,8
88,96.56,167,6.8,Sedentary,4
76,99.41,7341,7.1,Highly Active,1
77,99.02,10496,6.0,Sedentary,5
64,100.0,5006,4.6,Sedentary,6
68,99.95,3307,4.9,Sedentary,4
70,98.89,7250,9.7,Highly Active,10
65,98.22,18318,6.5,Active,10
98,98.56,14501,6.7,Active,10
88,99.97,2237,6.8,Highly Active,10
79,96.91,31299,7.1,Highly Active,5
73,95.54,3897,6.4,Sedentary,4
82,95.68,6926,5.5,Highly Active,4
79,99.98,2276,7.2,Highly Active,9
82,95.13,615,8.6,Active,5
63,99.06,5223,7.4,Sedentary,10
70,96.28,3870,5.2,Highly Active,5
62,95.45,24527,7.4,Highly Active,2
75,100.0,9625,4.6,Highly Active,7
46,98.92,1017,6.2,Active,5
82,97.17,9003,7.3,Active,10
100,96.23,6646,5.5,Sedentary,6
91,99.76,4619,7.3,Sedentary,3
58,98.24,1695,6.1,Sedentary,5
91,97.64,4105,6.9,Highly Active,2
72,94.71,12877,6.8,Active,5
64,95.41,8772,6.7,Sedentary,2
40,95.88,6510,5.9,Highly Active,2
94,97.29,8285,7.9,Sedentary,1
70,97.81,12579,5.2,Active,4
73,100.0,1153,6.9,Active,8
79,98.45,12913,7.1,Active,3
71,99.66,4544,7.7,Active,2
74,99.92,3609,5.8,Active,7
89,98.25,18875,9.9,Active,4
70,97.66,11981,6.9,Highly Active,3
62,100.0,31360,8.4,Active,6
42,98.43,7186,7.8,Highly Active,1
95,95.55,224,8.6,Active,3
78,97.3,1170,6.6,Highly Active,2
67,97.21,7132,8.7,Sedentary,1
85,99.09,1545,6.9,Active,5
66,95.06,84,5.5,Sedentary,3
77,99.74,2135,9.2,Active,6
76,97.21,1036,6.5,Sedentary,4
84,99.66,15006,6.9,Sedentary,8
65,97.89,12931,5.3,Sedentary,4
69,97.71,1016,7.0,Highly Active,9
62,97.71,1019,6.5,Sedentary,10
83,96.98,2093,6.4,Active,7
77,98.65,530,6.2,Highly Active,10
67,99.66,13525,7.6,Highly Active,6
86,94.75,502,6.9,Highly Active,3
80,98.11,1086,7.9,Highly Active,3
81,100.0,2130,5.7,Sedentary,8
102,96.94,10442,8.2,Sedentary,7
89,97.56,8765,7.8,Active,8
73,100.0,6969,6.1,Active,7
68,93.33,17028,5.5,Sedentary,2
64,100.0,259,7.4,Active,4
68,99.05,1231,4.1,Active,7
51,98.0,1473,5.9,Sedentary,7
84,97.42,6742,6.3,Highly Active,7
98,95.88,1647,4.9,Sedentary,6
75,97.31,4613,6.6,Active,8
64,97.25,8096,5.0,Sedentary,10
100,98.53,2399,5.9,Highly Active,3
54,98.15,3743,6.3,Sedentary,2
52,98.43,2907,5.3,Sedentary,8
70,100.0,13396,7.7,Highly Active,5
75,100.0,446,5.4,Highly Active,1
62,100.0,6761,6.3,Highly Active,6
81,93.87,1542,9.1,Active,2
67,95.63,2894,7.0,Active,6
67,95.49,2779,8.1,Highly Active,7
64,97.91,21104,6.2,Sedentary,10
56,97.15,5544,5.0,Sedentary,3
57,95.43,1189,5.7,Highly Active,2
58,100.0,5680,5.4,Active,1
81,97.26,4205,8.4,Sedentary,2
80,93.79,2960,7.6,Active,3
70,100.0,4477,5.4,Highly Active,7
71,97.93,7753,5.8,Active,10
92,100.0,1558,7.0,Sedentary,9
82,98.0,5404,7.8,Active,1
98,96.98,11736,8.1,Active,7
66,97.96,1762,7.5,Sedentary,1
57,98.87,5073,9.2,Sedentary,4
89,96.57,23615,7.1,Active,6
74,94.37,11284,5.8,Sedentary,7
62,93.5,6293,5.3,Active,7
82,98.11,9679,4.9,Highly Active,1
64,98.73,5220,4.7,Sedentary,1
85,97.66,30171,7.5,Highly Active,3
82,96.02,1297,8.9,Active,7
71,96.96,8900,6.7,Highly Active,5
49,98.14,42,9.2,Active,7
61,98.62,940,6.5,Highly Active,2
97,97.82,8956,7.4,Active,6
101,96.63,9971,4.1,Sedentary,8
81,96.21,2844,5.5,Active,1
58,96.04,880,7.7,Sedentary,8
95,97.29,15460,8.4,Highly Active,2
71,100.0,4234,7.0,Sedentary,3
64,99.34,4090,7.1,Sedentary,8
80,97.89,12156,6.7,Active,10
103,95.89,8321,7.5,Active,2
75,97.44,19539,6.5,Sedentary,8
76,97.01,7316,3.8,Highly Active,5
84,100.0,5463,7.1,Highly Active,9
73,100.0,6341,5.3,Active,10
74,96.47,6872,6.2,Highly Active,9
59,99.82,15781,4.1,Active,10
40,96.95,1058,7.2,Sedentary,6
71,96.15,2418,7.6,Highly Active,2
83,99.12,5648,5.5,Highly Active,9
110,99.14,22798,8.2,Active,5
94,100.0,3722,7.0,Sedentary,3
44,100.0,6470,5.4,Active,7
112,99.08,1065,4.4,Sedentary,4
84,98.22,4353,5.7,Highly Active,8
71,96.16,17321,7.8,Highly Active,5
97,99.56,18860,7.2,Highly Active,9
40,92.14,5534,3.3,Active,3
66,97.19,10245,6.0,Sedentary,3
76,97.35,5308,9.4,Sedentary,9
92,100.0,2802,6.2,Highly Active,3
85,93.24,16199,6.8,Active,4
70,100.0,10587,4.5,Active,4
89,97.45,10279,2.6,Highly Active,9
66,97.95,150,5.9,Active,8
86,99.72,1422,8.0,Highly Active,7
64,97.72,8753,6.8,Sedentary,3
79,96.49,5774,5.4,Active,1
53,96.85,6047,7.9,Sedentary,10
90,96.31,104,9.2,Highly Active,4
68,98.27,4084,4.3,Highly Active,3
54,100.0,10807,6.4,Highly Active,8
60,99.72,7625,5.7,Active,5
70,98.19,5947,6.6,Active,2
61,96.68,8349,5.8,Sedentary,8
85,98.61,13326,10.7,Active,6
70,100.0,13258,6.3,Active,3
70,99.5,2575,6.8,Highly Active,8
85,98.85,3194,4.6,Sedentary,3
75,96.55,5158,6.8,Highly Active,9
59,97.17,6258,9.2,Highly Active,3
76,96.26,4226,7.9,Highly Active,10
86,96.05,9959,5.6,Sedentary,7
74,95.66,480,8.0,Highly Active,9
66,100.0,15748,6.9,Sedentary,6
79,100.0,18348,6.8,Active,5
76,98.77,4817,8.1,Highly Active,4
67,94.57,406,3.0,Highly Active,6
88,96.34,941,6.7,Active,4
74,98.68,5329,5.2,Highly Active,9
74,96.66,111,8.4,Sedentary,1
73,98.39,17267,5.8,Sedentary,10
58,94.27,11137,5.7,Highly Active,1
88,97.75,18249,5.2,Highly Active,6
75,100.0,2105,6.6,Active,10
73,96.65,13441,6.9,Highly Active,3
52,100.0,6103,4.5,Highly Active,9
61,100.0,2688,5.2,Active,6
92,100.0,5720,6.3,Highly Active,7
69,97.86,22062,3.7,Highly Active,2
91,98.86,619,6.6,Sedentary,4
74,96.82,1571,6.1,Sedentary,9
78,96.4,1258,4.8,Sedentary,1
50,100.0,11490,5.7,Sedentary,7
63,99.9,18465,5.1,Active,7
68,94.88,581,5.7,Active,9
87,98.72,25615,6.1,Highly Active,3
77,99.38,2586,5.6,Highly Active,8
81,98.77,322,7.8,Active,4
90,98.42,4816,6.9,Highly Active,10
75,96.72,21670,8.6,Sedentary,3
59,100.0,1229,6.0,Sedentary,10
77,96.69,6020,5.3,Highly Active,9
62,98.47,2246,6.7,Sedentary,6
43,97.57,132,4.1,Highly Active,6
82,97.32,8816,7.3,Highly Active,4
80,94.61,9308,8.1,Sedentary,4
82,99.16,7613,7.1,Highly Active,5
91,96.75,1086,6.3,Sedentary,2
60,97.31,1621,9.4,Highly Active,3
69,99.26,3411,6.5,Sedentary,6
55,96.79,37775,4.9,Sedentary,5
66,96.64,4641,4.6,Highly Active,8
85,97.34,17876,6.9,Sedentary,7
84,96.0,2709,5.6,Highly Active,6
41,98.69,3244,4.7,Sedentary,1
58,97.92,10497,5.4,Sedentary,9
77,97.48,6255,7.3,Active,5
96,98.48,2646,7.2,Highly Active,6
101,94.54,2811,7.9,Active,7
106,99.54,18560,6.2,Sedentary,3
85,97.3,16873,4.7,Active,6
75,94.59,3837,7.1,Sedentary,3
72,97.58,2757,9.1,Sedentary,8
83,95.96,15115,6.2,Highly Active,7
86,100.0,4137,4.0,Sedentary,2
44,95.12,276,7.9,Sedentary,10
70,98.4,2970,8.9,Active,4
64,98.77,20251,5.3,Active,6
64,99.3,3869,6.6,Active,5
55,96.99,1922,3.6,Sedentary,10
98,95.67,3397,9.6,Active,4
66,93.78,411,6.4,Highly Active,3
72,98.31,16037,6.6,Active,2
70,96.91,238,7.0,Highly Active,10
81,99.25,6666,5.7,Highly Active,8
70,100.0,1171,5.1,Highly Active,4
84,95.04,2458,4.7,Highly Active,9
98,96.07,4727,7.1,Highly Active,1
58,98.89,10995,8.5,Highly Active,5
79,100.0,3432,7.9,Sedentary,2
79,100.0,22043,6.1,Active,2
57,98.86,4226,6.2,Sedentary,10
84,98.06,17679,8.9,Sedentary,6
71,99.71,4215,5.3,Highly Active,9
98,96.76,5082,4.0,Highly Active,5
89,96.42,22203,6.9,Highly Active,8
74,99.15,7865,7.8,Highly Active,8
71,99.41,1132,2.8,Highly Active,5
100,97.92,6389,7.1,Active,1
66,96.32,1786,4.8,Active,7
78,100.0,2594,4.4,Highly Active,7
74,95.33,12748,6.1,Highly Active,2
92,98.22,8023,4.8,Active,7
94,98.79,2367,3.8,Sedentary,9
83,96.78,33,6.7,Highly Active,5
67,100.0,5303,6.4,Active,6
72,97.84,2015,3.9,Active,4
56,97.1,201,4.4,Active,2
62,100.0,7830,7.3,Sedentary,6
108,97.7,3744,2.5,Highly Active,5
66,94.85,2131,4.6,Highly Active,4
90,96.06,14824,6.4,Active,10
97,100.0,12204,7.1,Highly Active,6
87,95.97,4394,7.1,Active,4
67,98.78,2257,7.4,Highly Active,8
66,99.2,4953,5.4,Highly Active,5
119,97.31,9787,6.8,Active,8
104,96.55,76,5.9,Active,6
79,98.44,6637,5.7,Highly Active,6
69,99.12,8668,4.2,Sedentary,3
61,94.8,11880,6.9,Sedentary,9
65,93.62,1709,4.0,Active,5
85,100.0,1592,4.7,Active,7
109,99.16,1701,7.5,Highly Active,8
73,98.64,18759,6.3,Highly Active,7
92,96.49,1064,8.1,Highly Active,4
88,100.0,10127,6.0,Sedentary,9
70,100.0,30267,5.7,Active,3
89,98.12,20469,8.2,Sedentary,3
90,97.41,3692,5.9,Sedentary,10
88,98.77,12800,6.9,Sedentary,6
68,98.53,7764,6.3,Sedentary,7
92,94.83,1230,6.2,Active,9
91,97.68,6183,6.6,Sedentary,10
71,99.41,5437,6.0,Highly Active,1
91,100.0,9137,6.9,Highly Active,2
94,95.49,2232,4.2,Highly Active,4
68,98.93,543,8.0,Highly Active,7
54,95.13,4882,4.2,Active,9
99,100.0,2518,5.5,Active,9
68,96.03,2074,5.8,Highly Active,3
63,96.55,45621,6.9,Active,3
78,96.84,1543,8.9,Sedentary,1
70,98.56,1880,8.0,Active,6
46,98.59,2844,4.3,Sedentary,10
88,99.2,4810,5.2,Highly Active,10
88,100.0,14234,4.4,Sedentary,7
59,97.42,1358,4.6,Active,10
74,96.67,6699,5.6,Active,9
59,96.12,3218,8.5,Active,6
62,98.29,11159,6.1,Active,3
65,97.99,6447,6.3,Highly Active,10
105,99.44,13522,5.1,Highly Active,8
68,97.14,17023,6.4,Sedentary,8
87,100.0,38106,6.9,Sedentary,1
86,97.68,6752,10.2,Sedentary,10
54,98.55,1060,9.0,Sedentary,4
105,100.0,777,6.5,Active,8
67,98.84,4681,7.3,Highly Active,9
81,100.0,8282,6.9,Sedentary,3
80,96.45,1997,3.8,Active,1
43,99.28,2774,2.8,Active,4
64,100.0,8431,4.8,Active,6
85,98.7,1665,8.4,Active,8
60,100.0,5158,5.9,Highly Active,3
69,98.21,5415,7.7,Active,3
56,100.0,17418,8.5,Sedentary,2
62,99.39,3602,4.6,Active,2
67,97.4,1655,8.7,Active,6
47,97.27,1337,4.8,Sedentary,1
92,99.18,2429,6.2,Active,5
72,98.45,9710,6.9,Sedentary,9
63,98.05,6305,6.3,Active,10
91,96.26,8029,7.7,Active,2
56,97.86,6965,8.0,Highly Active,9
63,97.0,4594,8.9,Highly Active,2
82,97.48,1657,5.8,Sedentary,6
87,99.53,9584,4.6,Active,6
76,97.02,2956,8.2,Sedentary,10
68,100.0,7156,6.3,Sedentary,4
78,94.25,2419,6.8,Sedentary,10
67,99.52,1318,4.2,Active,4
69,100.0,36579,7.8,Active,7
73,100.0,1735,7.1,Active,6
110,99.91,12085,6.0,Highly Active,10
56,99.92,3761,6.3,Highly Active,10
71,98.47,12660,7.5,Highly Active,3
63,96.57,8194,6.9,Highly Active,1
85,99.84,3233,5.9,Sedentary,7
77,98.15,20851,2.7,Active,6
58,100.0,2933,6.8,Active,2
102,97.57,1111,7.5,Sedentary,4
63,93.86,8459,7.7,Active,5
79,93.91,206,3.1,Highly Active,2
42,97.2,13088,6.9,Active,5
69,99.45,2539,6.9,Highly Active,3
79,100.0,3232,7.1,Active,8
72,99.92,11330,4.7,Active,3
76,94.14,11781,7.2,Active,2
63,96.66,3576,4.6,Active,3
68,99.72,7959,7.2,Highly Active,8
56,97.35,8167,6.0,Sedentary,2
88,98.09,13010,5.1,Highly Active,5
83,97.35,12891,5.7,Highly Active,7
67,97.7,13224,8.2,Active,1
101,95.23,2186,8.2,Active,4
73,96.96,2079,4.9,Highly Active,10
49,99.03,1054,5.6,Active,5
83,97.74,12257,5.7,Sedentary,10
71,95.83,936,8.8,Active,9
70,99.83,905,9.2,Sedentary,3
56,95.57,16787,9.7,Sedentary,10
67,97.05,2598,4.1,Highly Active,3
78,95.54,14925,6.2,Sedentary,7
66,98.71,3320,5.5,Highly Active,8
49,99.38,3275,5.2,Active,4
84,99.18,1017,8.6,Sedentary,2
85,97.83,17561,7.1,Sedentary,7
85,98.42,10039,4.1,Highly Active,6
61,99.87,1790,10.4,Sedentary,1
78,97.64,766,6.0,Sedentary,7
83,100.0,5194,6.6,Sedentary,9
84,97.81,2054,4.8,Sedentary,6
53,98.15,13307,7.3,Active,8
100,100.0,5010,5.6,Active,5
56,97.25,17787,7.7,Sedentary,7
50,99.58,6159,7.1,Active,6
40,99.38,4908,2.7,Active,2
96,98.29,10726,7.8,Highly Active,6
65,94.99,108,7.1,Active,10
48,100.0,5171,5.0,Active,7
88,97.58,10464,5.5,Sedentary,4
84,99.98,323,3.5,Sedentary,10
68,100.0,11054,5.0,Sedentary,6
79,99.83,1545,6.5,Active,10
79,94.33,1346,9.0,Sedentary,2
76,97.96,2393,6.2,Highly Active,9
97,93.74,754,7.0,Highly Active,3
100,97.43,383,5.1,Active,10
101,96.28,14404,5.7,Sedentary,4
72,96.13,2525,5.1,Highly Active,5
76,98.31,6112,8.4,Active,1
95,99.31,13654,5.5,Active,4
65,94.75,26547,5.4,Sedentary,8
68,100.0,8164,5.2,Sedentary,5
75,98.91,20993,7.1,Active,3
74,97.87,3856,7.4,Highly Active,7
70,97.83,10909,3.5,Sedentary,1
60,94.55,19420,6.6,Highly Active,3
87,96.68,382,7.0,Active,5
69,95.87,2673,8.6,Sedentary,9
77,96.6,9436,4.7,Active,5
74,99.23,2651,4.8,Active,4
85,96.39,120,7.5,Sedentary,8
81,98.77,11516,6.4,Active,4
71,99.2,1260,8.6,Highly Active,5
68,98.44,2709,8.2,Active,5
73,100.0,16901,6.9,Sedentary,3
58,98.58,1640,6.4,Active,9
62,100.0,15761,6.3,Active,1
79,97.73,17519,6.6,Active,8
60,100.0,14661,8.6,Highly Active,9
73,100.0,3756,3.4,Highly Active,5
51,95.95,17846,5.9,Sedentary,10
77,100.0,7011,6.8,Active,5
69,96.69,4519,5.6,Active,1
106,99.05,5295,6.1,Highly Active,8
83,100.0,458,5.8,Sedentary,6
60,99.73,11537,8.5,Sedentary,1
84,96.32,2205,5.4,Active,5
88,95.88,8797,7.7,Highly Active,5
92,99.82,5053,6.2,Highly Active,5
96,94.5,4917,5.9,Active,7
76,99.53,1759,6.4,Highly Active,9
75,96.69,15136,4.6,Sedentary,3
56,95.77,6594,6.3,Highly Active,10
97,95.34,1863,7.3,Sedentary,9
76,98.15,672,3.5,Highly Active,10
73,97.51,5367,5.5,Sedentary,7
63,99.05,4419,10.3,Highly Active,1
93,98.23,18868,6.2,Active,9
89,99.35,1836,8.2,Sedentary,8
61,97.7,14936,6.5,Highly Active,5
82,96.41,10182,6.0,Highly Active,1
86,99.96,4531,7.9,Sedentary,7
56,99.13,14488,8.3,Sedentary,3
84,97.99,13857,5.2,Active,5
81,98.04,8773,4.9,Sedentary,1
84,97.16,750,4.4,Active,5
119,99.26,6269,8.2,Active,1
93,96.01,1971,6.5,Highly Active,2
78,100.0,5608,8.3,Sedentary,5
84,97.63,5759,4.9,Active,4
81,97.19,6192,5.0,Sedentary,3
110,100.0,5905,5.9,Highly Active,9
77,99.35,3338,6.9,Highly Active,1
68,99.1,1652,6.3,Active,5
106,100.0,4785,7.1,Highly Active,8
60,95.84,2253,7.2,Sedentary,3
64,96.79,368,7.5,Highly Active,3
57,96.58,5602,2.8,Sedentary,6
60,95.83,5369,6.5,Active,3
89,98.8,1004,7.8,Active,7
78,97.15,6521,10.3,Highly Active,9
55,99.23,3845,6.3,Highly Active,8
85,97.68,7423,3.2,Sedentary,2
80,97.13,15325,8.6,Sedentary,9
89,96.06,2583,4.7,Active,3
65,99.01,2987,7.2,Sedentary,10
56,97.55,7907,7.3,Sedentary,3
85,98.34,20853,6.7,Active,4
87,96.4,4660,3.3,Sedentary,8
58,98.88,1298,6.0,Sedentary,9
78,97.97,19134,4.1,Highly Active,3
65,97.84,4441,7.2,Sedentary,6
89,98.99,4322,5.2,Active,4
84,93.85,5433,3.3,Active,6
93,95.9,2037,7.6,Sedentary,6
62,97.63,10750,4.6,Sedentary,5
69,98.7,21687,5.4,Sedentary,3
67,96.68,1596,7.8,Active,5
80,98.62,6757,7.7,Highly Active,5
97,96.47,15760,6.3,Highly Active,5
101,99.15,216,5.8,Sedentary,3
91,99.51,10013,4.7,Highly Active,6
82,99.34,6830,5.6,Sedentary,4
77,98.69,14574,9.4,Sedentary,5
63,98.69,6238,7.4,Sedentary,4
80,100.0,7263,6.3,Active,2
62,100.0,504,7.3,Sedentary,2
99,95.18,838,3.3,Active,4
73,97.03,2893,5.4,Active,7
59,100.0,7883,7.6,Highly Active,6
71,94.82,188,7.6,Active,9
62,100.0,1588,4.5,Highly Active,9
98,95.66,5739,6.4,Highly Active,4
75,96.43,1572,5.8,Active,6
90,97.8,1355,7.9,Active,1
81,95.31,2847,7.6,Active,10
82,99.7,17813,8.8,Sedentary,10
74,99.06,1901,8.2,Highly Active,6
68,100.0,348,6.1,Active,8
94,94.81,14974,7.0,Active,4
72,97.95,6793,5.9,Highly Active,9
89,94.85,15187,6.8,Highly Active,9
97,100.0,9864,6.5,Active,1
80,96.02,11145,6.5,Active,2
98,98.88,4579,5.2,Active,6
67,97.31,8139,8.5,Highly Active,1
75,99.75,6635,9.0,Highly Active,4
98,100.0,625,6.9,Highly Active,6
69,98.25,27280,6.5,Sedentary,1
80,94.74,1789,5.3,Active,2
91,95.56,3132,6.6,Active,10
82,100.0,1059,8.1,Highly Active,10
93,100.0,961,8.0,Sedentary,1
59,97.4,1470,6.3,Active,5
69,99.79,1317,7.7,Highly Active,5
93,97.17,8305,6.3,Active,10
89,96.32,7227,9.8,Highly Active,7
77,95.16,9029,8.3,Highly Active,2
93,96.61,9083,7.2,Sedentary,1
96,97.67,21,6.6,Sedentary,10
67,96.81,8076,6.4,Sedentary,7
69,98.98,8077,6.5,Highly Active,9
86,98.2,449,5.3,Sedentary,10
100,96.99,3900,7.5,Active,1
64,100.0,573,8.1,Active,7
47,99.5,1482,6.1,Sedentary,4
84,98.73,4710,7.2,Active,8
95,95.54,85,5.4,Active,8
76,98.66,699,6.4,Highly Active,9
63,100.0,6629,7.4,Highly Active,3
76,100.0,1377,5.6,Active,8
76,100.0,13894,7.2,Highly Active,9
91,97.22,8222,7.0,Highly Active,1
79,95.35,470,9.8,Sedentary,8
59,96.38,15554,5.9,Active,10
84,95.23,3797,4.5,Active,2
68,95.86,1399,7.8,Active,2
76,99.29,10560,6.9,Active,3
88,97.13,2980,7.2,Highly Active,1
89,95.69,4938,8.4,Highly Active,3
88,100.0,9512,5.4,Active,6
75,98.72,746,5.5,Highly Active,6
60,95.82,1301,7.3,Sedentary,4
70,97.5,24218,8.1,Highly Active,3
75,98.38,8751,6.9,Sedentary,6
98,97.4,1840,6.4,Active,7
67,96.95,5970,7.0,Active,9
78,96.79,1458,7.6,Sedentary,2
80,99.28,4167,5.0,Highly Active,4
74,95.98,11511,6.4,Active,8
73,94.53,25008,7.5,Highly Active,10
87,96.25,27697,9.8,Active,2
64,100.0,1036,6.3,Active,4
96,97.42,20278,6.9,Highly Active,2
63,97.31,2206,5.5,Sedentary,5
